,Generation,Father,Mother
0,0,15,12
1,1,16,15
2,2,16,15
3,3,16,13
4,4,16,14
5,5,16,16
6,6,16,12
7,7,16,16
8,8,17,16
9,9,17,15
10,10,17,15
11,11,17,16
12,12,17,16
13,13,17,12
14,14,17,16
15,15,17,15
16,16,17,15
17,17,17,14
18,18,17,16
19,19,17,16
20,20,17,12
21,21,17,13
22,22,17,13
23,23,17,17
24,24,17,15
25,25,17,16
26,26,17,14
27,27,17,13
28,28,18,17
29,29,18,17
30,30,18,11
31,31,18,15
32,32,18,14
33,33,18,14
34,34,18,15
35,35,18,17
36,36,18,17
37,37,18,15
38,38,18,15
39,39,18,12
40,40,18,15
41,41,18,15
42,42,18,18
43,43,18,16
44,44,18,16
45,45,18,16
46,46,18,18
47,47,18,16
48,48,18,13
49,49,18,15
50,50,18,15
51,51,18,18
52,52,18,17
53,53,18,17
54,54,18,13
55,55,18,16
56,56,18,13
57,57,18,16
58,58,18,16
59,59,18,16
60,60,18,16
61,61,18,16
62,62,18,18
63,63,18,13
64,64,18,15
65,65,18,16
66,66,19,18
67,67,19,15
68,68,19,17
69,69,19,17
70,70,19,17
71,71,19,19
72,72,19,11
73,73,19,16
74,74,19,15
75,75,19,13
76,76,19,15
77,77,19,15
78,78,19,18
79,79,19,15
80,80,19,16
81,81,19,12
82,82,19,14
83,83,19,11
84,84,19,16
85,85,19,16
86,86,19,16
87,87,19,13
88,88,19,12
89,89,19,15
90,90,19,16
91,91,19,13
92,92,19,14
93,93,19,15
94,94,19,15
95,95,19,11
96,96,19,12
97,97,19,12
98,98,19,18
99,99,19,16
