,Generation,Father,Mother
0,0,13,9
1,1,14,13
2,2,14,14
3,3,14,14
4,4,14,9
5,5,16,14
6,6,16,11
7,7,16,13
8,8,17,16
9,9,17,15
10,10,17,15
11,11,17,15
12,12,17,14
13,13,17,15
14,14,17,15
15,15,17,14
16,16,17,15
17,17,17,16
18,18,17,16
19,19,17,15
20,20,17,15
21,21,17,17
22,22,17,15
23,23,17,16
24,24,17,13
25,25,17,16
26,26,17,13
27,27,17,12
28,28,17,14
29,29,17,13
30,30,17,15
31,31,17,15
32,32,17,15
33,33,17,16
34,34,17,17
35,35,17,12
36,36,17,17
37,37,17,17
38,38,18,17
39,39,18,16
40,40,18,15
41,41,18,10
42,42,18,15
43,43,18,15
44,44,18,12
45,45,18,17
46,46,18,10
47,47,18,12
48,48,18,16
49,49,18,10
50,50,18,16
51,51,18,13
52,52,18,16
53,53,18,13
54,54,18,16
55,55,18,12
56,56,18,13
57,57,18,16
58,58,18,9
59,59,18,16
60,60,18,12
61,61,18,16
62,62,18,11
63,63,18,14
64,64,18,18
65,65,18,17
66,66,18,16
67,67,18,16
68,68,18,9
69,69,18,11
70,70,18,9
71,71,18,16
72,72,18,16
73,73,18,16
74,74,18,16
75,75,19,18
76,76,19,18
77,77,19,10
78,78,19,13
79,79,19,13
80,80,19,16
81,81,19,14
82,82,19,16
83,83,19,16
84,84,19,12
85,85,19,15
86,86,19,16
87,87,19,16
88,88,19,17
89,89,19,14
90,90,19,11
91,91,19,13
92,92,19,16
93,93,19,11
94,94,19,12
95,95,19,9
96,96,19,13
97,97,19,14
98,98,19,14
99,99,19,13
100,100,19,16
101,101,19,16
102,102,19,10
103,103,19,14
104,104,19,15
105,105,19,17
106,106,19,10
107,107,19,17
108,108,19,15
109,109,19,14
110,110,19,13
111,111,19,17
112,112,19,12
113,113,19,14
114,114,19,13
115,115,19,13
116,116,19,16
117,117,19,10
118,118,19,14
119,119,19,13
120,120,19,13
121,121,19,16
122,122,19,17
123,123,19,17
124,124,19,17
125,125,19,16
