,Generation,Father,Mother
0,0,10,9
1,1,11,11
2,2,11,11
3,3,12,11
4,4,12,11
5,5,12,11
6,6,14,12
7,7,14,12
8,8,14,12
9,9,16,15
10,10,16,13
11,11,16,13
12,12,16,16
13,13,16,13
14,14,16,13
15,15,16,13
16,16,16,13
17,17,16,12
18,18,16,16
19,19,16,16
20,20,16,13
21,21,16,11
22,22,16,11
23,23,16,11
24,24,16,11
25,25,16,13
26,26,16,16
27,27,16,11
28,28,16,13
29,29,16,13
30,30,16,13
31,31,16,13
32,32,16,16
33,33,16,16
34,34,16,16
35,35,16,15
36,36,16,12
37,37,16,12
38,38,16,12
39,39,16,12
40,40,16,12
41,41,16,12
42,42,16,11
43,43,16,11
44,44,16,11
45,45,16,11
46,46,16,12
47,47,16,13
48,48,16,11
49,49,16,16
50,50,16,13
51,51,16,13
52,52,16,13
53,53,16,12
54,54,16,14
55,55,16,15
56,56,16,16
57,57,16,16
58,58,16,16
59,59,16,13
60,60,16,13
61,61,16,13
62,62,16,16
63,63,16,13
64,64,16,13
65,65,16,11
66,66,16,15
67,67,16,12
68,68,16,13
69,69,16,16
70,70,16,13
71,71,16,13
72,72,16,16
73,73,16,11
74,74,16,15
75,75,16,16
76,76,16,13
77,77,16,12
78,78,16,13
79,79,16,13
80,80,16,16
81,81,16,13
82,82,16,13
83,83,16,11
84,84,16,11
85,85,16,13
86,86,16,13
87,87,16,13
88,88,16,13
89,89,16,16
90,90,16,12
91,91,16,11
92,92,16,12
93,93,16,13
94,94,16,11
95,95,16,11
96,96,16,13
97,97,16,15
98,98,16,13
99,99,16,15
